ukb_field	modality	region	side	measurement_type	dmri_measure	t1_anatomy_group	notes	ukb_link	subtype
25705	dMRI	acoustic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right acoustic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25705	w-ISOVF
25706	dMRI	anterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25706	w-ISOVF
25707	dMRI	anterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right anterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25707	w-ISOVF
25708	dMRI	cingulate gyrus part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25708	w-ISOVF
25709	dMRI	cingulate gyrus part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right cingulate gyrus part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25709	w-ISOVF
25710	dMRI	parahippocampal part of cingulum	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25710	w-ISOVF
25711	dMRI	parahippocampal part of cingulum	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right parahippocampal part of cingulum (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25711	w-ISOVF
25712	dMRI	corticospinal tract	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25712	w-ISOVF
25713	dMRI	corticospinal tract	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right corticospinal tract (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25713	w-ISOVF
25714	dMRI	forceps major	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract forceps major (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25714	w-ISOVF
25715	dMRI	forceps minor	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract forceps minor (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25715	w-ISOVF
25716	dMRI	inferior fronto-occipital fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25716	w-ISOVF
25717	dMRI	inferior fronto-occipital fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right inferior fronto-occipital fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25717	w-ISOVF
25718	dMRI	inferior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25718	w-ISOVF
25719	dMRI	inferior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right inferior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25719	w-ISOVF
25720	dMRI	middle cerebellar peduncle	NA	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract middle cerebellar peduncle (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25720	w-ISOVF
25721	dMRI	medial lemniscus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25721	w-ISOVF
25722	dMRI	medial lemniscus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right medial lemniscus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25722	w-ISOVF
25723	dMRI	posterior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25723	w-ISOVF
25724	dMRI	posterior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right posterior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25724	w-ISOVF
25725	dMRI	superior longitudinal fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25725	w-ISOVF
25726	dMRI	superior longitudinal fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right superior longitudinal fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25726	w-ISOVF
25727	dMRI	superior thalamic radiation	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25727	w-ISOVF
25728	dMRI	superior thalamic radiation	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right superior thalamic radiation (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25728	w-ISOVF
25729	dMRI	uncinate fasciculus	left	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract left uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25729	w-ISOVF
25730	dMRI	uncinate fasciculus	right	dMRI weighted means (probabilistic-tractography-based measurement)	ISOVF	NA	Weighted-mean ISOVF (isotropic or free water volume fraction) in tract right uncinate fasciculus (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25730	w-ISOVF
